0,1480.99872,314.99982,236.00064,168.99948
1,1481.9990400000002,314.99982,234.0,169.99956
10,1479.99936,313.00020000000006,225.99936,209.99952000000002
100,1000.99968,396.99936,189.99936,193.00032
100,1492.9996800000001,261.9999,232.99968,254.99988
1000,1371.99936,287.99982000000006,343.00032,209.00052
1000,1003.99968,412.00002,320.00064000000003,196.99956
1000,486.0,272.99969999999996,230.00064,252.99972
1000,1763.0016000000003,270.00054,156.9984,174.99996
1001,1370.0006399999997,291.00006,340.99968,203.00003999999998
1001,1005.0,412.00002,318.0,197.99964
1001,488.9999999999999,274.99986,243.99936,252.99972
1001,1772.06496,272.45916000000005,147.93408000000002,203.01624
1002,1003.99968,412.00002,318.0,196.99956
1002,1371.99936,292.00013999999993,343.00032,199.9998
1002,494.99904,277.00002,240.0,249.99948
1002,1765.77024,274.03272000000004,154.22976,203.01624
1003,499.9996800000001,281.99987999999996,236.00064,240.99984
1003,1004.0006400000002,412.00002,316.99968,197.99964
1003,1367.99904,295.00038,342.0,196.99956
1003,1773.6384,281.90214,146.3616,196.72092
1004,506.00064,284.00003999999996,237.99936,237.99960000000002
1004,999.0000000000001,412.00002,320.99904,198.99972
1004,1367.99904,296.00046,342.0,195.99948
1004,1779.936,280.32804000000004,140.064,195.14736
1005,512.00064,291.00006,242.00063999999998,224.99964
1005,999.0000000000001,413.00010000000003,320.99904,198.99972
1005,1367.99904,297.0,342.0,195.00047999999998
1005,1772.06496,280.32804,147.93408000000002,199.86912
1006,515.99904,292.99967999999996,243.00096000000002,220.00032
1006,1005.0,407.99969999999996,303.00096,203.00003999999998
1006,1366.9987199999998,297.0,344.00064,195.00047999999998
1006,1778.3616000000002,289.76993999999996,141.6384,190.42668
1007,522.0000000000001,294.9993,242.00063999999998,208.00044
1007,1004.9990399999999,394.0002,290.00064000000003,216.0
1007,1367.99904,296.00046,342.0,197.99964
1007,1753.1798399999998,283.47569999999996,166.8192,196.72092
1008,1007.00064,385.00002,279.99935999999997,224.99964
1008,521.00064,295.00038,248.00064,197.99964
1008,1367.99904,296.00046,342.0,197.99964
1008,1768.9190399999998,292.9176,151.08095999999998,187.27848
1009,1007.00064,379.99962,277.00032000000004,231.00011999999998
1009,524.0006400000001,297.0,237.99936,192.00024
1009,1367.99904,298.00062,342.0,195.99948
1009,1770.00192,279.99971999999997,149.99808,168.00048
101,1003.00032,395.99982,189.99936,195.99948
101,1491.9993600000003,259.99974,235.00032000000002,257.00004
1010,1005.9993599999998,376.99938000000003,280.99968,233.00027999999998
1010,520.99968,302.00040000000007,237.00096000000002,187.99992
1010,1368.0,300.00023999999996,336.0,191.00016000000002
1010,1767.99936,277.99956,151.00032,165.00024
1011,521.99904,313.99974000000003,241.00032,181.00044
1011,1006.99968,374.00022,278.00064000000003,235.00044
1011,1365.0,302.0004,327.99936,186.99984
1011,1767.0,276.99948,152.99903999999998,164.00016
1012,523.99968,325.99962,243.99936,174.99996
1012,1011.0000000000001,362.99988,262.99967999999996,243.0
1012,1365.0,303.00048,322.99967999999996,183.9996
1012,1767.0,274.99932,152.99903999999998,167.00039999999998
1013,526.99968,341.00028000000003,244.99967999999998,166.00032000000002
1013,1020.0,341.99982,228.0,258.00012
