1,1,1091,418,193,217,0.7,-1,-1.-1
1,2,52,381,234,218,0.7,-1,-1.-1
1,3,906,553,193,286,0.7,-1,-1.-1
1,4,1368,559,214,291,0.7,-1,-1.-1
1,5,699,397,251,177,0.7,-1,-1.-1
1,6,1043,559,257,247,0.7,-1,-1.-1
1,7,95,511,211,266,0.7,-1,-1.-1
1,8,591,481,232,225,0.7,-1,-1.-1
1,9,794,756,64,56,0.7,-1,-1.-1
1,10,645,628,160,243,0.7,-1,-1.-1
2,1,1088,415,194,223,0.7,-1,-1.-1
2,2,50,381,235,218,0.7,-1,-1.-1
2,3,907,554,186,271,0.7,-1,-1.-1
2,4,1368,558,215,292,0.7,-1,-1.-1
2,5,700,397,251,174,0.7,-1,-1.-1
2,6,1040,557,259,248,0.7,-1,-1.-1
2,7,97,511,208,262,0.7,-1,-1.-1
2,8,585,479,236,239,0.7,-1,-1.-1
2,9,793,756,64,55,0.7,-1,-1.-1
3,1,1089,415,193,226,0.7,-1,-1.-1
3,2,51,380,234,218,0.7,-1,-1.-1
3,3,908,554,183,262,0.7,-1,-1.-1
3,4,1368,559,216,292,0.7,-1,-1.-1
3,5,696,399,253,178,0.7,-1,-1.-1
3,6,1043,557,259,249,0.7,-1,-1.-1
3,7,94,511,210,265,0.7,-1,-1.-1
3,8,584,472,230,233,0.7,-1,-1.-1
3,9,793,756,64,55,0.7,-1,-1.-1
4,1,1090,415,193,227,0.7,-1,-1.-1
4,2,51,380,234,219,0.7,-1,-1.-1
4,3,908,554,184,263,0.7,-1,-1.-1
4,4,1368,558,216,295,0.7,-1,-1.-1
4,5,695,398,248,180,0.7,-1,-1.-1
4,6,1045,557,258,249,0.7,-1,-1.-1
4,7,92,509,212,267,0.7,-1,-1.-1
4,8,586,469,230,226,0.7,-1,-1.-1
4,9,793,756,63,55,0.7,-1,-1.-1
4,10,633,598,167,274,0.7,-1,-1.-1
5,1,1090,417,193,230,0.7,-1,-1.-1
5,2,51,379,234,220,0.7,-1,-1.-1
5,3,908,554,188,267,0.7,-1,-1.-1
5,4,1367,559,213,295,0.7,-1,-1.-1
5,5,694,395,223,173,0.7,-1,-1.-1
5,6,1044,554,258,251,0.7,-1,-1.-1
5,7,93,510,212,267,0.7,-1,-1.-1
5,8,586,462,228,224,0.7,-1,-1.-1
5,9,793,755,63,56,0.7,-1,-1.-1
5,10,636,600,164,275,0.7,-1,-1.-1
6,1,1090,417,193,231,0.7,-1,-1.-1
6,2,51,379,234,220,0.7,-1,-1.-1
6,3,908,553,189,269,0.7,-1,-1.-1
6,4,1367,559,212,295,0.7,-1,-1.-1
6,5,696,395,211,169,0.7,-1,-1.-1
6,6,1043,554,259,251,0.7,-1,-1.-1
6,7,94,510,211,267,0.7,-1,-1.-1
6,8,586,461,227,223,0.7,-1,-1.-1
6,9,793,755,64,56,0.7,-1,-1.-1
7,1,1089,418,194,234,0.7,-1,-1.-1
7,2,50,379,235,220,0.7,-1,-1.-1
7,3,907,554,189,271,0.7,-1,-1.-1
7,4,1365,559,208,295,0.7,-1,-1.-1
7,5,696,395,204,169,0.7,-1,-1.-1
7,7,94,511,211,266,0.7,-1,-1.-1
7,8,584,459,224,227,0.7,-1,-1.-1
7,9,793,755,64,56,0.7,-1,-1.-1
8,1,1089,418,194,237,0.7,-1,-1.-1
8,2,50,380,235,220,0.7,-1,-1.-1
8,3,906,553,189,272,0.7,-1,-1.-1
8,4,1365,559,208,298,0.7,-1,-1.-1
8,5,693,395,203,170,0.7,-1,-1.-1
8,7,94,510,211,266,0.7,-1,-1.-1
8,8,585,466,218,217,0.7,-1,-1.-1
8,9,794,755,63,56,0.7,-1,-1.-1
8,10,636,596,163,282,0.7,-1,-1.-1
9,1,1089,417,193,238,0.7,-1,-1.-1
9,2,50,380,235,220,0.7,-1,-1.-1
9,3,906,552,188,274,0.7,-1,-1.-1
9,4,1365,558,207,298,0.7,-1,-1.-1
9,5,695,395,201,170,0.7,-1,-1.-1
9,7,94,509,211,265,0.7,-1,-1.-1
9,8,587,460,221,220,0.7,-1,-1.-1
9,9,793,755,64,56,0.7,-1,-1.-1
9,10,635,592,163,287,0.7,-1,-1.-1
10,1,1089,416,192,238,0.7,-1,-1.-1
10,2,50,379,235,221,0.7,-1,-1.-1
10,3,906,553,188,275,0.7,-1,-1.-1
10,4,1364,558,203,297,0.7,-1,-1.-1
10,5,697,394,199,171,0.7,-1,-1.-1
10,7,94,508,211,267,0.7,-1,-1.-1
10,8,588,459,224,223,0.7,-1,-1.-1
10,9,793,755,64,55,0.7,-1,-1.-1
10,10,640,591,160,287,0.7,-1,-1.-1
11,1,1089,415,192,238,0.7,-1,-1.-1
11,2,49,379,236,221,0.7,-1,-1.-1
11,3,906,553,189,277,0.7,-1,-1.-1
11,4,1364,558,201,297,0.7,-1,-1.-1
11,5,698,394,198,172,0.7,-1,-1.-1
11,7,94,508,211,268,0.7,-1,-1.-1
11,8,588,459,225,224,0.7,-1,-1.-1
11,9,793,755,64,55,0.7,-1,-1.-1
11,10,641,591,159,288,0.7,-1,-1.-1
12,1,1090,415,191,237,0.7,-1,-1.-1
12,2,50,379,235,221,0.7,-1,-1.-1
12,3,906,553,188,277,0.7,-1,-1.-1
12,4,1365,557,201,297,0.7,-1,-1.-1
12,5,699,393,197,174,0.7,-1,-1.-1
12,6,1054,565,241,237,0.7,-1,-1.-1
12,7,93,508,212,268,0.7,-1,-1.-1
12,8,587,450,226,230,0.7,-1,-1.-1
12,9,794,755,63,55,0.7,-1,-1.-1
12,10,640,590,159,291,0.7,-1,-1.-1
13,1,1089,415,192,238,0.7,-1,-1.-1
13,2,50,380,235,220,0.7,-1,-1.-1
13,3,907,551,189,278,0.7,-1,-1.-1
13,4,1368,557,202,297,0.7,-1,-1.-1
13,5,700,393,197,178,0.7,-1,-1.-1
13,7,93,508,213,268,0.7,-1,-1.-1
13,8,587,449,226,231,0.7,-1,-1.-1
13,9,793,755,64,55,0.7,-1,-1.-1
13,10,635,588,163,297,0.7,-1,-1.-1
14,1,1090,415,191,239,0.7,-1,-1.-1
14,2,50,380,235,220,0.7,-1,-1.-1
14,3,908,552,190,279,0.7,-1,-1.-1
14,4,1368,557,204,297,0.7,-1,-1.-1
14,5,702,397,197,188,0.7,-1,-1.-1
14,7,93,508,213,269,0.7,-1,-1.-1
14,8,584,443,221,234,0.7,-1,-1.-1
14,9,794,755,63,56,0.7,-1,-1.-1
14,10,619,589,173,302,0.7,-1,-1.-1
15,1,1089,415,192,240,0.7,-1,-1.-1
15,2,50,380,234,220,0.7,-1,-1.-1
15,3,908,553,190,279,0.7,-1,-1.-1
15,4,1368,557,205,297,0.7,-1,-1.-1
15,5,703,397,197,196,0.7,-1,-1.-1
15,7,93,508,213,269,0.7,-1,-1.-1
15,8,582,439,219,237,0.7,-1,-1.-1
15,9,794,755,63,56,0.7,-1,-1.-1
15,10,627,590,171,303,0.7,-1,-1.-1
16,1,1089,415,192,241,0.7,-1,-1.-1
16,2,49,380,235,220,0.7,-1,-1.-1
