1,1,659,419,305,222,0.7,-1,-1.-1
1,2,43,382,241,210,0.7,-1,-1.-1
1,3,479,380,213,184,0.7,-1,-1.-1
1,4,539,601,286,295,0.7,-1,-1.-1
1,5,828,542,188,269,0.7,-1,-1.-1
1,6,1419,272,183,268,0.7,-1,-1.-1
1,7,1073,548,227,295,0.7,-1,-1.-1
1,8,1355,612,223,225,0.7,-1,-1.-1
1,9,125,523,180,259,0.7,-1,-1.-1
2,1,657,419,306,222,0.7,-1,-1.-1
2,2,42,381,241,209,0.7,-1,-1.-1
2,3,479,380,213,184,0.7,-1,-1.-1
2,4,537,602,286,293,0.7,-1,-1.-1
2,5,828,541,187,267,0.7,-1,-1.-1
2,6,1419,275,183,266,0.7,-1,-1.-1
2,7,1073,547,227,295,0.7,-1,-1.-1
2,8,1354,612,223,225,0.7,-1,-1.-1
2,9,125,523,180,259,0.7,-1,-1.-1
3,1,657,418,305,223,0.7,-1,-1.-1
3,2,41,381,243,209,0.7,-1,-1.-1
3,3,478,379,214,184,0.7,-1,-1.-1
3,4,537,601,280,290,0.7,-1,-1.-1
3,5,828,542,187,265,0.7,-1,-1.-1
3,6,1420,279,183,263,0.7,-1,-1.-1
3,7,1072,546,229,296,0.7,-1,-1.-1
3,8,1354,610,221,224,0.7,-1,-1.-1
3,9,125,523,180,259,0.7,-1,-1.-1
4,1,657,418,305,223,0.7,-1,-1.-1
4,2,40,381,243,209,0.7,-1,-1.-1
4,3,478,378,213,184,0.7,-1,-1.-1
4,4,539,600,275,278,0.7,-1,-1.-1
4,5,828,542,187,264,0.7,-1,-1.-1
4,6,1420,282,182,259,0.7,-1,-1.-1
4,7,1072,546,229,296,0.7,-1,-1.-1
4,8,1353,610,221,223,0.7,-1,-1.-1
4,9,125,523,180,259,0.7,-1,-1.-1
5,1,658,418,304,222,0.7,-1,-1.-1
5,2,40,381,243,209,0.7,-1,-1.-1
5,3,478,377,212,184,0.7,-1,-1.-1
5,4,542,596,268,257,0.7,-1,-1.-1
5,5,828,542,187,266,0.7,-1,-1.-1
5,6,1420,284,182,256,0.7,-1,-1.-1
5,7,1073,546,227,296,0.7,-1,-1.-1
5,8,1353,610,222,223,0.7,-1,-1.-1
5,9,125,520,182,263,0.7,-1,-1.-1
6,1,658,418,304,222,0.7,-1,-1.-1
6,2,40,381,243,209,0.7,-1,-1.-1
6,3,478,377,212,184,0.7,-1,-1.-1
6,4,543,597,265,246,0.7,-1,-1.-1
6,5,828,543,187,265,0.7,-1,-1.-1
6,6,1420,285,182,255,0.7,-1,-1.-1
6,7,1073,546,227,296,0.7,-1,-1.-1
6,8,1353,609,222,224,0.7,-1,-1.-1
6,9,124,519,184,265,0.7,-1,-1.-1
7,1,657,418,305,221,0.7,-1,-1.-1
7,2,39,381,244,209,0.7,-1,-1.-1
7,3,478,377,212,185,0.7,-1,-1.-1
7,4,544,597,264,236,0.7,-1,-1.-1
7,5,828,543,187,266,0.7,-1,-1.-1
7,6,1420,286,182,253,0.7,-1,-1.-1
7,7,1074,546,226,295,0.7,-1,-1.-1
7,8,1354,609,222,224,0.7,-1,-1.-1
7,9,124,517,184,267,0.7,-1,-1.-1
